Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
July 2011,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Kunbiehi CHPS,,,15,,,,,,,,,,,,,,1,,,,,,,1,,4,,
July 2011,Kperisi CHPS,,,51,,,1,,,,,,,,,,,,,15,,,,,24,,67,,
July 2011,Kambali Health Center,,,186,,,,,,,,,,,,,,,,27,,,,,201,,298,,
July 2011,Wa Urban Health Center,40,0,202,,,,,,,,,,1,9,,,2,,10,,,,,88,,301,9,
July 2011,Dondoli CHPS,,,11,,,,,1,,,,,,,,,,,,,,,,,,,1,
July 2011,Charingu Health Center,2,0,22,,,,,,,,,,1,,,,1,,1,,2,,,19,,17,,
July 2011,Charia Health Center,6,0,49,,,2,,,,,,,2,2,,,3,,3,,3,3,,55,,158,9,
July 2011,Piisi (wa) CHPS,1,0,28,,,,,,,,,,,,,,,,,,,,,20,,8,,
July 2011,Adolescent Health Center,,,19,,,,,,,,,,,37,,,,,3,,,,,156,,566,33,
July 2011,Wa Market Clinic,,,173,,,,,3,,,,,,34,,,,,4,,,,,114,,423,6,
July 2011,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Busa Health Center,11,0,52,,,,,,,,,,,1,,,6,,3,,3,1,,43,,64,,
July 2011,Bamahu CHPS,,,24,,,,,,,,,,,,,,,,,,,,,2,,3,2,
July 2011,Good Sheperd Maternity Home,7,0,87,,,,,1,,,,,,1,,,4,,,,,,,56,,106,,
July 2011,Nakore CHPS,,,50,,,,,,,,,,,1,,,2,,,,,,,20,,26,,
July 2011,Gbegru CHPS,1,0,8,,,1,,,,,,,,1,,,,,,,,,,2,,5,,
July 2011,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Upper West Regional Hospital,279,1,406,42,,38,,46,,29,1927,,36,116,,,61,,,,19,,,,,40,,
July 2011,Bamahu Health Center,,,28,,,,,,,,,,,1,,,3,,10,,,,,18,,33,6,
July 2011,Kpongu CHPS,,,24,,,,,,,,,,,,,,,,1,,,,,6,,7,,
July 2011,Biihee CHPS,,,15,,,,,,,,,,1,,,,,,,,,,,,,6,,
July 2011,Konta North Clinic,,,56,,,,,,,,,,,,,,,,,,,,,51,,155,,
July 2011,Boli CHPS,,,10,,,,,,,,,,,,,,,,,,,,,7,,8,,
July 2011,Tampalipaani CHPS,,,6,,,,,,,,,,,,,,,,,,,,,5,,20,,
July 2011,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Dobile North CHPS,,,41,,,,,2,,,,,,1,,,2,,8,,,,,97,15,240,,
August 2011,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Jonga CHPS,,,9,,,,,,,,,,,,,,,,,,,,,1,,,1,
August 2011,Islamic Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Kunbiehi CHPS,,,13,,,,,,,,,,,,,,,,,,,,,,,2,,
August 2011,Kperisi CHPS,,,68,,,,,,,,,,,,,,,,12,37,,,,4,,51,,
August 2011,Kambali Health Center,,,152,,,,,3,,,,,,1,,,1,,11,,,,,114,,333,,
August 2011,Wa Urban Health Center,51,0,279,,,5,,,,,,,,7,,,11,,9,,,,,70,,441,15,
August 2011,Dondoli CHPS,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Charingu Health Center,,,19,,,1,,1,,,,1,,,,,,,1,,,,,6,,39,,
August 2011,Charia Health Center,7,0,32,,,,,,,,,,3,4,,,,,3,,1,1,,38,,195,18,
August 2011,Piisi (wa) CHPS,,,20,,,,,,,,,,,,,,,,6,,,,,26,,22,3,
August 2011,Adolescent Health Center,,,19,,,,,,,,,,,29,,,1,,3,,,,,82,,628,8,
August 2011,Wa Market Clinic,,,171,,,,,,,,,,,5,,,,,7,,,,,74,,332,12,
August 2011,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Busa Health Center,12,0,56,,,2,,1,,,,,3,2,,,6,,6,,,,,21,,121,,
August 2011,Bamahu CHPS,,,20,,,,,,,,,,,,,,,,1,,,,,,,,,
August 2011,Good Sheperd Maternity Home,6,0,88,,,1,,,,,,,,,,,2,,,,,,,40,,73,2,
August 2011,Nakore CHPS,,,37,,,,,,,,,,,,,,,,,,,,,13,,58,,
August 2011,Gbegru CHPS,,,10,,,1,,,,,,,,,,,,,,,,,,2,,9,,
August 2011,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Upper West Regional Hospital,274,1,426,22,,24,,56,,26,,,,,,,,,,,,,,,,,,
August 2011,Bamahu Health Center,,,35,,,,,,,,,,,,,,,,9,,,,,20,,47,3,
August 2011,Kpongu CHPS,,,20,,,,,,,,,,,,,,,,,,,,,8,,22,,
August 2011,Biihee CHPS,,,16,,,,,,,,,,,,,,,,,,,,,10,,25,,
August 2011,Konta North Clinic,,,62,,,,,4,,,,,,,,,3,,,,,,,58,,266,,
August 2011,Boli CHPS,,,17,,,,,,,,,,,,,,,,1,,,,,4,,2,,
August 2011,Tampalipaani CHPS,,,4,,,,,,,,,,,,,,,,1,,,,,1,,14,,
August 2011,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Dobile North CHPS,,,52,,,,,,,,,,,3,,,1,,8,,,,,70,,174,,
September 2011,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Jonga CHPS,,,10,,,,,,,,,,,,,,,,,,,,,2,,1,,
September 2011,Islamic Hospital,,,,,,,,,,,,,,8,,,,,,,,,,5,,117,,
September 2011,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Kunbiehi CHPS,,,16,,,,,1,,,,,,,,,,,,,,,,,,1,1,
September 2011,Kperisi CHPS,,,74,,,,,,,,,,,,,,,,12,,,2,,4,,35,,
September 2011,Kambali Health Center,,,190,,,,,4,,,,,,,,,,,7,,,1,,87,,390,,
September 2011,Wa Urban Health Center,40,0,301,,,6,,,,,,,7,8,,,,,42,,,,,37,,341,,
September 2011,Dondoli CHPS,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Charingu Health Center,1,0,27,,,,,,,,,,2,,,,1,,3,,1,2,,10,,39,2,
September 2011,Charia Health Center,5,0,53,,,,,,,,,,1,3,,,,,13,,,4,,37,,249,4,
September 2011,Piisi (wa) CHPS,,,26,,,,,,,,,,,,,,,,4,,,,,17,,56,,
September 2011,Adolescent Health Center,,,17,,,,,,,,,,,30,,,,,6,,,,,,,623,3,
September 2011,Wa Market Clinic,,,185,,,,,,,,,,,16,,,,,4,,,,,78,,402,11,
September 2011,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Busa Health Center,12,0,66,,,1,,1,,,,,,,,,3,,7,,,,,54,,183,,
September 2011,Bamahu CHPS,,,22,,,,,,,,,,,,,,4,,,,,,,2,,3,,
September 2011,Good Sheperd Maternity Home,5,0,86,,,,,,,,,,,1,,,1,,3,,,1,,16,,62,,
September 2011,Nakore CHPS,,,38,,,,,,,,,,,,,,,,,,,,,11,,75,,
September 2011,Gbegru CHPS,,,9,,,1,,1,,,,,,3,,,,,3,,,,,3,,3,1,
September 2011,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Upper West Regional Hospital,340,1,423,40,,41,,33,,26,2386,,39,131,,,94,,,,17,,,1,,103,35,
September 2011,Bamahu Health Center,,,38,,,,,,,,,4,,,,,5,,4,2,,1,,25,,46,,
September 2011,Kpongu CHPS,,,35,,,,,,,,,,,,,,1,,4,,,,,14,,78,,
September 2011,Biihee CHPS,,,12,,,,,,,,,,1,,,,,,,,,,,10,,26,,
September 2011,Konta North Clinic,,,65,,,,,,,,,,,3,,,8,,7,,,,,76,,297,,
September 2011,Boli CHPS,,,21,,,,,,,,,,,,,,,,1,,,,,10,,23,,
September 2011,Tampalipaani CHPS,,,3,,,,,,,,,,,,,,,,,,,,,5,,6,,
September 2011,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Dobile North CHPS,,,47,,,,,,,1,,,,4,,,6,,10,,,,,61,,261,3,
October 2011,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Jonga CHPS,,,10,,,,,,,,,,,,,,,,,,,,,12,,10,,
October 2011,Islamic Hospital,,,,,,,,,,,,,,12,,,,,,,,,,,,170,,
October 2011,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Kunbiehi CHPS,,,10,,,,,,,,,,,,,,,,,,,,,2,,6,1,
October 2011,Kperisi CHPS,,,73,,,,,,,,,,,,,,,,,,,,,18,,133,,
October 2011,Kambali Health Center,,,159,,,,,1,,,,,,,,,,,12,,,,,151,,575,,
October 2011,Wa Urban Health Center,44,0,327,,,8,,,,,,,9,14,,,1,,6,,,3,,30,,215,16,
October 2011,Dondoli CHPS,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Charingu Health Center,2,0,27,,,,,,,,,1,,,,,,,3,,1,,,12,,53,,
October 2011,Charia Health Center,11,0,42,,,,,,,,,,3,5,,,,,2,,,2,,10,,6,4,
October 2011,Piisi (wa) CHPS,,,25,,,,,,,,,,,,,,,,7,,,,,15,,61,,
October 2011,Adolescent Health Center,,,9,,,,,,,,,,,12,,,2,,3,,,,,162,,621,,
October 2011,Wa Market Clinic,,,109,,,,,5,,,,,,33,,,,,9,,,,,79,,366,11,
October 2011,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Busa Health Center,12,0,55,,,3,,,,,,,5,,,,9,,5,,,3,,58,,212,,
October 2011,Bamahu CHPS,,,22,,,,,,,,,,,,,,6,,,,,,,9,,35,,
October 2011,Good Sheperd Maternity Home,6,0,63,,,,,,,,,,1,,,,1,,,,,,,20,,22,4,
October 2011,Nakore CHPS,,,14,,,,,,,,,,,,,,2,,,,,,,33,,69,,
October 2011,Gbegru CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,7,1,
October 2011,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Upper West Regional Hospital,368,1,337,35,,34,,34,,17,2601,,38,86,,,86,,4,,13,27,,9,,,24,
October 2011,Bamahu Health Center,,,15,,,,,,,,,,2,,,,13,,26,,,1,,45,,117,1,
October 2011,Kpongu CHPS,,,32,,,1,,,,,,,,1,,,1,,,,,,,31,,57,1,
October 2011,Biihee CHPS,,,18,,,,,,,,,,,,,,,,,,,,,7,,13,,
October 2011,Konta North Clinic,,,49,,,,,,,,,,,,,,,,3,,,,,60,,285,9,
October 2011,Boli CHPS,,,14,,,,,,,,,,,,,,,,1,,,,,14,,23,,
October 2011,Tampalipaani CHPS,,,4,,,,,,,,,,,,,,,,,,,,,1,,43,,
October 2011,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Dobile North CHPS,,,43,,,3,,,,,,,,6,,,5,,26,,,4,,60,6,290,10,
November 2011,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Jonga CHPS,,,7,,,,,,,,,,,,,,,,,,,,,5,,15,,
November 2011,Islamic Hospital,,,,,,,,,,,,,,35,,,,,,,,,,,,20,,
November 2011,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Kunbiehi CHPS,,,20,,,,,1,,,,,,,,,,,,,,,,4,,7,,
November 2011,Kperisi CHPS,,,59,,,,,,,,,113,,,,,,,,,,,,,,101,,
November 2011,Kambali Health Center,,,157,,,,,1,,,,,,,,,,,15,,,,,51,,309,,
November 2011,Wa Urban Health Center,62,0,220,,,5,,,,,2,,9,5,,,,,7,,,,,32,,71,3,
November 2011,Dondoli CHPS,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Charingu Health Center,4,0,15,,,,,,,,,,1,,,,1,,10,,,,,22,,39,,
November 2011,Charia Health Center,3,0,40,,,1,,,,,,,3,7,,,2,,7,,1,2,,22,,264,11,
November 2011,Piisi (wa) CHPS,,,40,,,,,,,,,,,,,,,,3,,,,,15,,37,,
November 2011,Adolescent Health Center,,,10,,,,,,,,,,,9,,,,,5,,,,,204,,561,,
November 2011,Wa Market Clinic,,,85,,,,,,,,,,,18,,,,,7,,,,,75,,245,7,
November 2011,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Busa Health Center,7,0,54,,,3,,,,,,,,1,,,4,,4,,4,,,75,,125,,
November 2011,Bamahu CHPS,,,20,,,,,,,,,,1,,,,3,,1,,,,,2,,12,,
November 2011,Good Sheperd Maternity Home,,,26,,,,,,,,,2,,,,,,,,,,,,11,,14,,
November 2011,Nakore CHPS,,,32,,,,,,,,,,,,,,2,,2,,,,,17,,37,,
November 2011,Gbegru CHPS,1,0,10,,,3,,,,,,49,,,,,,,,,,,,1,,5,,
November 2011,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Upper West Regional Hospital,318,1,362,29,,32,,62,,2,,,30,128,,,126,,13,,16,19,,2,,9,1500,
November 2011,Bamahu Health Center,,,13,,,,,,,,,,1,,,,13,,8,,,,,37,,108,,
November 2011,Kpongu CHPS,,,24,,,,,1,,1,,,,2,,,,,,,,,,33,,36,8,
November 2011,Biihee CHPS,,,15,,,,,,,,,,,,,,,,,,,,,6,,12,,
November 2011,Konta North Clinic,,,50,,,,,1,,,,,,2,,,4,,3,1,,,,56,,210,4,
November 2011,Boli CHPS,,,27,,,,,,,,,,,,,,,,,,,,,6,,11,,
November 2011,Tampalipaani CHPS,,,5,,,,,,,,,,,,,,,,,,,,,5,,31,1,
November 2011,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Dobile North CHPS,,,,,,,,1,,,,,,3,,,,,13,,,,,61,19,246,,
December 2011,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Jonga CHPS,,,5,,,,,,,,,,,,,,,,,,,,,9,,16,,
December 2011,Islamic Hospital,,,,,,,,,,,,,,8,,,,,,,,,,,,59,,
December 2011,Wa SHS Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Sing CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Yibile CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Kunbiehi CHPS,,,14,,,,,,,,,,,,,,,,,,,,,3,,10,2,
December 2011,Kperisi CHPS,,,73,,,,,,,,,,,,,,,,,,,,,10,,8,,
December 2011,Kambali Health Center,,,146,,,,,,,,,,,,,,5,,15,,,,,32,,98,,
December 2011,Wa Urban Health Center,32,0,241,,,5,,2,,,33,,25,49,,,1,,4,,,,,98,,255,,
December 2011,Dondoli CHPS,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Charingu Health Center,3,0,31,,,1,,2,,,,,,,,,,,3,,,,,19,,37,4,
December 2011,Charia Health Center,5,0,31,,,1,,1,,,,,3,6,,,,,2,,1,1,,27,,228,13,
December 2011,Piisi (wa) CHPS,,,27,,,,,,,,,,,,,,,,5,,,,,13,,26,,
December 2011,Adolescent Health Center,,,,,,,,,,,4,,,12,,,,,2,,,,,72,,289,,
December 2011,Wa Market Clinic,,,80,,,,,1,,,295,,,14,,,,,,,,,,57,,211,2,
December 2011,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Busa Health Center,5,0,63,,,,,,,,,,,1,,,8,,,,,,,39,,95,,
December 2011,Bamahu CHPS,,,25,,,,,,,,,,,,,,,,1,,,,,6,,13,,
December 2011,Good Sheperd Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Nakore CHPS,,,30,,,1,,3,,,,,,,,,2,,,,,1,,21,,31,,
December 2011,Gbegru CHPS,,,5,,,,,,,,,,,1,,,,,1,,,,,4,,6,1,
December 2011,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Upper West Regional Hospital,272,1,253,32,,14,,51,,15,1562,,53,116,,,145,,5,,17,30,,,,36,1124,
December 2011,Bamahu Health Center,,,19,,,,,,,,4,1,,,,,,,,,,,,26,,92,2,
December 2011,Kpongu CHPS,,,27,,,,,1,,,,,,,,,,,,,,,,10,,23,2,
December 2011,Biihee CHPS,,,12,,,,,,,,,,,,,,,,,,,,,3,,11,,
December 2011,Konta North Clinic,,,52,,,,,1,,,,,,2,,,1,,2,,,,,55,,195,,
December 2011,Boli CHPS,,,,,,,,,,,,,,,,,1,,1,,,,,14,,30,2,
December 2011,Tampalipaani CHPS,,,3,,,,,,,,,25,,,,,,,,,,,,,,25,,
December 2011,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Dobile North CHPS,,,45,,,,,2,,,,,,7,,,,,9,,,,,11,2,183,,
January 2012,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Jonga CHPS,,,17,,,,,,,,,,,1,,,,,1,,,,,5,,3,,
January 2012,Islamic Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Wa SHS Clinic,,,,,,,,,,,,,,7,,,1,,,,1,,,,,34,,
January 2012,Sing CHPS,,,14,,,,,,,,,,,,,,,,,2,1,,,10,,13,,
January 2012,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Yibile CHPS,,,5,,,,,,,,,,,,,,,,,,,,,5,,,,
January 2012,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Kunbiehi CHPS,,,13,,,,,,,,,,,,,,,,,,,,,,,10,,
January 2012,Kperisi CHPS,,,76,,,,,1,,,,,,,,,,,7,,,,,16,,34,,
January 2012,Kambali Health Center,,,170,,,,,6,,,,16,,,,,1,,11,,,,,42,,184,,
January 2012,Wa Urban Health Center,41,0,252,,,4,,,,,,1,8,41,,,1,,18,,26,2,,112,11,299,1,
January 2012,Dondoli CHPS,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Charingu Health Center,2,0,33,,,,,1,,,,,,,,,,,5,,,,,25,,41,,
January 2012,Charia Health Center,5,0,30,,,1,,,,,,,5,2,,,,,,,,,,38,,211,4,
January 2012,Piisi (wa) CHPS,,,18,,,,,,,,,,,,,,,,1,,,,,21,,15,,
January 2012,Adolescent Health Center,,,8,,,,,,,,,,,17,,,,,3,,,,,88,,296,,
January 2012,Wa Market Clinic,,,144,,,,,,,,,,,45,,,,,3,,,,,115,,226,4,
January 2012,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Busa Health Center,8,0,51,,,,,,,,,,,1,,,16,,,,,,,48,,103,2,
January 2012,Bamahu CHPS,,,29,,,,,,,,,,,,,,2,,,,,,,7,,12,,
January 2012,Good Sheperd Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Nakore CHPS,,,24,,,,,,,,,,,,,,1,,,,,,,10,,26,,
January 2012,Gbegru CHPS,,,10,,,,,,,,,,,,,,,,,,,,,,,4,,
January 2012,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Upper West Regional Hospital,298,2,336,36,,,,,,,570,428,45,130,,,97,,,,8,,,5,,,42,
January 2012,Bamahu Health Center,,,21,,,,,,,,,,,,,,2,,5,,,,,19,,61,,
January 2012,Kpongu CHPS,,,29,,,,,,,,,,,1,,,2,,1,,,2,,27,,39,,
January 2012,Biihee CHPS,,,14,,,,,,,,,,,,,,,,,,,,,1,,6,,
January 2012,Konta North Clinic,,,61,,,,,1,,,,,,8,,,1,,,,,,,65,,146,,
January 2012,Boli CHPS,,,19,,,,,,,,,,,,,,,,,,,,,4,,15,1,
January 2012,Tampalipaani CHPS,,,5,,,,,,,,,,,,,,,,,,,,,6,,12,,
January 2012,Dandafuro CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Nyagli CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Dobile North CHPS,,,54,,,,,2,,,,,,,,,,,12,,,,,47,,175,14,
February 2012,Upper West Reg. Police Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Jonga CHPS,,,16,,,,,,,,,,,1,,,,,,,,,,4,,13,,
February 2012,Islamic Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Wa SHS Clinic,,,,,,,,,,,,,,11,,,,,,,,1,,,,55,,
February 2012,Sing CHPS,,,14,,,,,,,,,,1,,,,,,1,,,,,10,,21,,
February 2012,Konjiehi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Yibile CHPS,,,5,,,,,,,,,1,,,,,,,,,,,,3,,5,,
February 2012,Mangu/Sombo CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Ahamadiya (wa) Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Kunbiehi CHPS,,,16,,,,,,,,,,,,,,,,,,,,,2,,8,,
February 2012,Kperisi CHPS,,,74,,,,,,,,,,,,,,,,,,,,,33,,52,1,
February 2012,Kambali Health Center,,,158,,,,,2,,,,,,,,,2,,13,,,,,29,,230,,
February 2012,Wa Urban Health Center,42,0,234,,,6,,1,,,,,10,27,,,2,,7,,,,,87,,209,5,
February 2012,Dondoli CHPS,,,14,,,,,,,,,,,,,,,,,,,,,1,,,,
February 2012,Charingu Health Center,1,0,38,,,1,,1,,,,,,,,,,,1,,,,,18,13,,,
February 2012,Charia Health Center,6,0,27,,,,,1,,,,1,2,3,,,2,,,,,2,,24,,166,11,
February 2012,Piisi (wa) CHPS,,,29,,,,,,,,,,,1,,,,,7,,,,,29,,40,3,
February 2012,Adolescent Health Center,,,17,,,,,,,,,,,22,,,,,1,,,,,118,,397,,
February 2012,Wa Market Clinic,,,96,,,,,4,,,,,,41,,,,,4,,,,,109,,247,13,
February 2012,Al-ahzar Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Busa Health Center,16,0,57,,,,1,,,,,,,,,,,,8,,2,,,48,,88,,
February 2012,Bamahu CHPS,,,12,,,,,,,,,,,,,,,,6,,,,,8,,11,,
February 2012,Good Sheperd Maternity Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Nakore CHPS,,,32,,,,,1,,1,,,,,,,,,,,,,,5,,12,,
February 2012,Gbegru CHPS,2,0,14,,,1,,,,,,,,,,,,,,,,,,3,,8,,
February 2012,Dobile South CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Arch Bishop Dery M. Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Upper West Regional Hospital,270,2,326,28,33,,56,,27,,398,230,69,120,,,118,,,,20,24,,5,,,42,
February 2012,Bamahu Health Center,,,10,,,,,,,,,,,,,,4,,16,,,,,26,,71,,
February 2012,Kpongu CHPS,,,40,,,,,,,,,,,,,,,,,,,,,17,,13,1,
February 2012,Biihee CHPS,,,13,,,,,,,,,,,,,,,,,,,,,10,,4,,
February 2012,Konta North Clinic,,,74,,,,,3,,,,,,5,,,21,,,,,,,67,,197,,
