Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
March 2010,Kogri CHPS,1,0,8,,,1,,,,,,,,,,,,,,,,,,2,,1,,
March 2010,Guoripuo CHPS,,,3,,,,,,,,,,,,,,,,2,,,,,,,2,,
March 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Tampaala CHPS,,,13,,,,,,,,,,,1,,,,,1,,,,,21,,14,,
April 2010,Yagha Health Centre,7,0,26,,,,,,,,,,2,,,,1,,1,,,2,,2,,4,,
April 2010,Ullo Health Centre,14,0,39,,,,,,,,,31,2,,,,3,,6,,,,,8,,4,,
April 2010,Tamapuo CHPS,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Sabuli Health Centre,9,0,43,,,1,,,,1,,,3,,,,2,,,,,,,4,,5,,
April 2010,Jirapa Urban Health Center,,,31,,,,,,,,,136,4,,,,1,,,,,,,19,,40,5,
April 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Duori Health Centre,6,0,33,,,1,,,,,,,,,,,,,4,,,,,,,,,
April 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Gbare CHPS,1,0,25,,,,,,,,,26,,,,,,,,,,,,3,,8,,
April 2010,Nambeg CHPS,,,21,,,3,,,,,,,,,,,,,,,,,,,,,,
April 2010,Somboro CHPS,,,13,,,,,15,,2,,,1,,,,,,,,,,,1,1,3,,
April 2010,Ping CHPS,,,29,,,,,,,,,,,,,,1,,,,,,,3,,3,,
April 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,St. Joseph's Hospital,83,0,326,13,,,,,,,,,8,13,,,23,,,,10,11,,40,,280,,
April 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2010,Tuggo Health Centre,12,0,80,,,2,,,,1,,,,1,,,,,1,,,,,21,,7,11,
April 2010,Kogri CHPS,2,0,8,,,2,,1,,,,,,,,,,,,,,,,,,,,
April 2010,Guoripuo CHPS,,,8,,,,,,,,,,,,,,,,1,,,,,,,2,,
April 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Tampaala CHPS,,,11,,,,,,,,,,,,,,,,,,,,,22,,23,,
May 2010,Yagha Health Centre,8,0,38,,,,,,,,,,1,,,,2,,1,,1,4,,1,,5,,
May 2010,Ullo Health Centre,,,25,,,,,,,,,,1,,,,4,,3,,,,,16,,9,,
May 2010,Tamapuo CHPS,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Sabuli Health Centre,,,42,,,,,,,,,,2,1,,,3,,1,,,,,10,,6,,
May 2010,Jirapa Urban Health Center,,,81,,,,,,,,,,,,,,,,,,,,,47,,40,,
May 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Duori Health Centre,6,0,33,,,,,,,,,,8,4,,,,,5,,,,,7,,5,,
May 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Gbare CHPS,,,26,,,,,,,,,,,,,,,,,,,,,11,,11,,
May 2010,Nambeg CHPS,1,0,16,,,,,,,,,,,1,,,,,,,,,,11,,2,,
May 2010,Somboro CHPS,,,11,,,,,,,,,,1,,,,,,,,,,,3,,,,
May 2010,Ping CHPS,,,26,,,,,,,,,,,,,,2,,,,,1,,2,,5,,
May 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,St. Joseph's Hospital,90,0,380,12,,,,,,,,,13,30,,1,20,,6,,27,12,,107,2,241,,
May 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2010,Tuggo Health Centre,,,69,,,,,,,,,,1,,,,,,2,,,,,23,,9,,
May 2010,Kogri CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,
May 2010,Guoripuo CHPS,,,4,,,,,,,,,,,,,,,,1,,1,,,,,,,
May 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Tampaala CHPS,,,15,,,,,,,,,,,,,,,,,,,,,4,,12,,
June 2010,Yagha Health Centre,6,0,47,,,,,,,,66,,1,,,,1,,1,,,,,3,,6,,
June 2010,Ullo Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Tamapuo CHPS,1,0,14,,,,,,,,,,,,,,,,,,,,,3,,,,
June 2010,Sabuli Health Centre,6,0,45,,,,,,,,,,11,,,,,,,,1,,,18,,22,,
June 2010,Jirapa Urban Health Center,,,23,,,,,,,,,,6,,,,,,,,,,,66,,48,,
June 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Duori Health Centre,8,0,29,,,,,,,,1,,1,,,,1,,2,,,,,5,,16,,
June 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Gbare CHPS,1,0,28,,,,,,,,,,,,,,,,,,,,,7,,7,,
June 2010,Nambeg CHPS,,,17,,,,,,,,,,,,,,,,,,,,,6,,1,,
June 2010,Somboro CHPS,,,13,,,,,,,,1,,,,,,,,,,,,,2,,3,,
June 2010,Ping CHPS,,,28,,,,,,,,,,,1,,,2,,,,,,,3,,8,,
June 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,St. Joseph's Hospital,104,0,353,20,,,,,,,,,9,26,,,21,,1,,27,20,,238,,284,,
June 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2010,Tuggo Health Centre,6,0,35,,,,,,,,,,,,,,1,,3,,,,,32,,2,,
June 2010,Kogri CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
June 2010,Guoripuo CHPS,1,0,12,,,,,,,,,,1,,,,,,,,,,,2,,3,,
June 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Tampaala CHPS,,,14,,,,,,,,,,,,,,,,,,,,,,,26,,
July 2010,Yagha Health Centre,6,0,34,,,,,,,,54,21,1,,,,,,,,,,,,,6,,
July 2010,Ullo Health Centre,7,0,43,,,,,1,,2,,,,,,,,,,,,,,,,,,
July 2010,Tamapuo CHPS,3,0,9,,,,,1,,,,,,,,,,,,,,,,,,4,,
July 2010,Sabuli Health Centre,4,0,47,,,2,,2,,1,,,2,,,,4,,,,2,,,8,,10,10,
July 2010,Jirapa Urban Health Center,,,19,,,,,,,,,,,,,,,,,,,,,57,,56,,
July 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Duori Health Centre,1,0,25,,,2,,3,,,,1,2,,,,1,,,,,,,,,1,,
July 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Gbare CHPS,,,21,,,,,,,,,,,,,,3,,,,,,,2,,5,,
July 2010,Nambeg CHPS,1,0,11,,,,,,,1,,,,1,,,,,,,,,,1,,,,
July 2010,Somboro CHPS,,,13,,,,,,,,,13,4,,,,1,,,,,,,,,6,,
July 2010,Ping CHPS,,,16,,,,,,,,,,1,1,,,,,,,,,,,,1,,
July 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,St. Joseph's Hospital,68,0,304,3,,,,,,,,,22,17,,5,16,2,,,14,16,,36,1,301,,
July 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2010,Tuggo Health Centre,10,0,58,,,,,1,,,,,2,3,,,1,1,,,,,,12,,7,6,
July 2010,Kogri CHPS,,,12,,,,,,,,,,,,,,,,1,,,,,1,,,,
July 2010,Guoripuo CHPS,1,0,12,,,,,,,,,,,,,,,,2,,,1,,,,2,,
July 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Tampaala CHPS,1,0,12,,,,,,,,,,,,,,,,,,,,,3,,30,,
August 2010,Yagha Health Centre,11,0,30,,,,,,,,,,2,,,,,,,,,,,2,,11,,
August 2010,Ullo Health Centre,9,0,54,,,,,,,,,,,,,,8,,,,,1,,11,,11,,
August 2010,Tamapuo CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Sabuli Health Centre,7,0,104,,,,,,,,,,2,,,,,,,,,,,,,12,,
August 2010,Jirapa Urban Health Center,,,20,,,,,,,,118,100,14,1,,,,,,,,,,8,,64,7,
August 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Duori Health Centre,6,0,24,,,,,,,,1,3,2,,,,,,,,,1,,17,,11,9,
August 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Gbare CHPS,,,27,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Nambeg CHPS,,,19,,,,,,,,,29,1,1,,,,,,,,,,1,,13,,
August 2010,Somboro CHPS,,,15,,,,,,,,,,,,,,,,,,,,,,,6,,
August 2010,Ping CHPS,,,19,,,,,,,,,,,,,,2,,,,,,,,,11,,
August 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,St. Joseph's Hospital,98,0,392,14,,,,,,,,,31,35,,,23,,5,,18,21,,26,7,383,,
August 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2010,Tuggo Health Centre,6,0,51,,,,,,,,,,,2,,,,,2,,,,,3,,10,,
August 2010,Kogri CHPS,,,22,,,,,,,,,,,,,,,,3,,,,,2,,25,,
August 2010,Guoripuo CHPS,1,0,15,,,,,,,,,,,,,,,,,,,,,,,1,,
August 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Tampaala CHPS,1,0,24,,,2,,1,,2,82,25,,,,,,,,,,,,5,,15,,
September 2010,Yagha Health Centre,3,0,17,,,,,,,,,,,,,,1,,,,,1,,,,11,,
September 2010,Ullo Health Centre,15,0,29,,,1,,,,2,,,,,,,,,,,,,,,,,,
September 2010,Tamapuo CHPS,,,8,,,,,,,,,,1,,,,,,,,1,,,,,3,,
September 2010,Sabuli Health Centre,4,0,33,,,4,,2,,1,202,,2,,,,,,,,,,,2,,34,,
September 2010,Jirapa Urban Health Center,,,6,,,,,,,,,,15,,,,2,,,,,,,8,,59,,
September 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Duori Health Centre,4,0,18,,,4,,1,,,,,7,1,,,3,,,,,,,,,11,,
September 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Gbare CHPS,,,21,,,,,,,,,122,,,,,,,,,,,,,,26,,
September 2010,Nambeg CHPS,1,0,22,,,4,,,,2,,,,,,,,,,,,,,,,,,
September 2010,Somboro CHPS,,,8,,,,,,,,,,4,,,,,,,,,,,,,8,,
September 2010,Ping CHPS,,,15,,,,,1,,,,,,,,,,,,,,,,,,2,,
September 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,St. Joseph's Hospital,119,0,334,15,,,,,,,,,28,30,,2,33,,1,,6,15,1,30,3,354,,
September 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2010,Tuggo Health Centre,4,0,54,,,2,,4,,2,,13,,,,,2,,,,,,,2,,8,,
September 2010,Kogri CHPS,,,4,,,,,,,,,22,,,,,,,,,,,,,,1,1,
September 2010,Guoripuo CHPS,3,0,14,,,,,,,,21,,1,,,,,,,,,,,2,,2,,
September 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Tampaala CHPS,,,20,,,2,,,,4,,,,,,,,,,,,,,3,,52,3,
October 2010,Yagha Health Centre,,,10,,,,,,,,,,9,,,,,,5,,,2,,,,40,17,
October 2010,Ullo Health Centre,16,0,26,,,1,,,,,,,,,,,,,11,,,3,,2,1,10,,
October 2010,Tamapuo CHPS,,,6,,,1,,1,,,,,,,,,,,,,,,,,,4,2,
October 2010,Sabuli Health Centre,7,0,31,,,1,,2,,,,,,,,,5,,,,,,,10,,42,,
October 2010,Jirapa Urban Health Center,,,19,,,,,1,,,,,15,,,,,,,,,,,,,57,16,
October 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Duori Health Centre,4,0,16,,,1,,,,,,,8,,,,1,,3,,,,,7,,14,16,
October 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Gbare CHPS,,,16,,,,,,,,,80,,,,,,,,,,,,1,,1,,
October 2010,Nambeg CHPS,,,5,,,,,,,6,,,,,,,,,,,,,,7,,9,2,
October 2010,Somboro CHPS,,,4,,,,,,,,,,4,,,,1,,,,,,,3,,3,,
October 2010,Ping CHPS,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,
October 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,St. Joseph's Hospital,133,0,321,20,,,,,,,,109,95,21,,2,46,,3,4,5,12,,52,,486,,
October 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2010,Tuggo Health Centre,,,,,,1,,4,,,,,7,,,,1,,,,,,,15,,11,,
October 2010,Kogri CHPS,1,0,3,,,1,,2,,,,,,,,,,,,6,,,,,,,,
October 2010,Guoripuo CHPS,2,0,6,,,,,,,,,,1,,,,,,1,,,,,1,,2,5,
October 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Tampaala CHPS,,,7,,,3,,,,,,,,,,,,,,,,,,2,,24,,
November 2010,Yagha Health Centre,5,0,23,,,,,,,,,,,,,,,,1,,,1,,,,,,
November 2010,Ullo Health Centre,13,0,40,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Tamapuo CHPS,1,0,6,,,,,1,,,,,,,,,,,,,,,,,11,1,,
November 2010,Sabuli Health Centre,5,0,24,,,,,,,5,,,3,,,,2,,,,,,,,,31,,
November 2010,Jirapa Urban Health Center,,,10,,,,,,,,,,24,,,,,,,,,,,,,49,,
November 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Duori Health Centre,4,0,12,,,1,,4,,,,1,5,,,,2,,,,1,,,,1,10,,
November 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Gbare CHPS,,,29,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Nambeg CHPS,,,7,,,,,,,,,,,,,,,,,,,,,4,,6,,
November 2010,Somboro CHPS,,,2,,,,,,,,,2,,,,,,,,,,,,,,2,,
November 2010,Ping CHPS,,,27,,,,,,,1,,,,,,,,,,,,,,1,,2,,
November 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,St. Joseph's Hospital,71,0,393,15,,,,,,,,96,92,7,,1,19,,,,6,7,,30,1,300,,
November 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2010,Tuggo Health Centre,7,0,23,,,,,,,,,,,,,,2,,,,,,,,,,,
November 2010,Kogri CHPS,1,0,12,,,1,,1,,,,,,,,,,,,,,,,,,,,
November 2010,Guoripuo CHPS,,,,,,,,,,,,,1,,,,1,,,,,,,,,7,,
November 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Tampaala CHPS,,,15,,,,,,,,,,,,,,,,,,,,,1,,12,,
December 2010,Yagha Health Centre,9,0,21,,,,,,,,1,,6,,,,,,,,,,,,,18,,
December 2010,Ullo Health Centre,17,0,29,,,,,,,,,,,,,,,,7,,,,,6,,16,,
December 2010,Tamapuo CHPS,,,8,,,,,,,,,,2,,,,,,,,,,,,,2,,
December 2010,Sabuli Health Centre,,,25,,,,,,,,,,,1,,,,,,,,,,4,,,,
December 2010,Jirapa Urban Health Center,,,13,,,,,,,,,,13,,,,,,,,,,,5,,43,,
December 2010,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Duori Health Centre,,,30,,,,,,,,,,4,,,,2,,3,,,,,5,,29,11,
December 2010,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Gbare CHPS,,,,,,,,,,,2,,4,,,,,,,,,,,1,,6,,
December 2010,Nambeg CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,8,,
December 2010,Somboro CHPS,,,5,,,,,,,,,,4,,,,1,,,,,,,1,,6,,
December 2010,Ping CHPS,,,34,,,,,,,,,,4,1,,,2,,,,,,,5,,8,,
December 2010,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,St. Joseph's Hospital,86,0,340,21,,23,,97,,,,55,91,12,,,42,,1,,2,29,,45,1,239,,
December 2010,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Tuggo Health Centre,8,0,29,,,,,,,,,,,,,,,,,,,1,,15,,21,,
December 2010,Kogri CHPS,,,18,,,,,,,,,,1,,,,,,,,,,,1,,,,
December 2010,Guoripuo CHPS,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
December 2010,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Tampaala CHPS,,,16,,,1,,,,2,,,,,,,,,,,,,,2,,9,,
January 2011,Yagha Health Centre,5,0,24,,,,,,,,,,,,,,,,,,,,,,,,17,
January 2011,Ullo Health Centre,11,0,19,,,,,,,,,,2,,,,1,,2,,,,,8,,92,,
January 2011,Tamapuo CHPS,,,11,,,,,,,,,,11,,,,,,1,,,,,,,,,
January 2011,Sabuli Health Centre,5,0,30,,,,,,,,139,,1,,,,,,,,,,,13,,35,,
January 2011,Jirapa Urban Health Center,,,19,,,,,,,,,,17,,,,,,,,,,,13,,65,10,
January 2011,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Duori Health Centre,3,0,27,,,,,3,,,,,,2,,,,,3,,,,1,,,,24,
January 2011,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Gbare CHPS,,,10,,,,,,,,,,4,,,,,,,,,,,,,5,,
January 2011,Nambeg CHPS,,,8,,,,,,,,,,,,,,,,,,,,,7,,,,
January 2011,Somboro CHPS,,,6,,,,,,,,,,3,,,,,,,,,,,2,,1,,
January 2011,Ping CHPS,,,37,,,,,1,,,,,,,,,,,,,,,,,,,,
January 2011,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,St. Joseph's Hospital,76,1,312,13,,,,,,,,,107,37,,1,13,,2,,5,3,12,31,4,256,,
January 2011,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2011,Tuggo Health Centre,4,0,49,,,3,,,,,41,,1,,,,,,1,,1,1,,20,,9,,
January 2011,Kogri CHPS,1,0,13,,,,,,,,,,,,,,,,1,,,,,10,,7,,
January 2011,Guoripuo CHPS,,,10,,,,,,,,,,4,,,,,,,,,,,,,,,
January 2011,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Tampaala CHPS,,,22,,,1,,,,,,31,,,,,,,,,,12,,1,,,7,
February 2011,Yagha Health Centre,3,0,26,,,,,,,,,,8,,,,1,,1,,,1,,7,,13,12,
February 2011,Ullo Health Centre,7,0,32,,,,,1,,1,,,3,,,,,,3,,,1,,1,,21,12,
February 2011,Tamapuo CHPS,,,9,,,,,,,,,,5,1,,,,,,,,,,4,,3,,
February 2011,Sabuli Health Centre,3,0,38,,,,,,,1,,,,1,,,2,,,,,,,11,,35,15,
February 2011,Jirapa Urban Health Center,,,13,,,,,,,,,207,8,1,,,2,,,,,1,,5,,66,3,
February 2011,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Duori Health Centre,5,0,22,,,1,,1,,1,5,144,8,,,,,,1,,,,,4,,38,18,
February 2011,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Gbare CHPS,,,10,,,,,,,,,,,,,,,,,,,,,3,,7,,
February 2011,Nambeg CHPS,,,13,,,,,,,1,,,,,,,,,1,,,,,10,,10,4,
February 2011,Somboro CHPS,,,4,,,,,,,,,,2,,,,,,,,,,,6,,5,3,
February 2011,Ping CHPS,,,36,,,,,,,,,,,,,,,,,,,,,2,,9,4,
February 2011,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,St. Joseph's Hospital,73,1,272,13,,,,,,,,48,52,46,,,20,,1,,4,4,,46,7,390,,
February 2011,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2011,Tuggo Health Centre,3,0,29,,,1,,,,,,,,,,,27,,,,,,,19,,9,,
February 2011,Kogri CHPS,2,0,17,,,1,,,,,,48,,,,,,,,,,,,,,3,,
February 2011,Guoripuo CHPS,,,11,,,,,,,,,,3,,,,,,3,,,,,,,9,1,
February 2011,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Tampaala CHPS,,,26,,,,,,,,,,,,,,,,,,,,,,,7,9,
March 2011,Yagha Health Centre,4,0,16,,,2,,1,,,,,2,,,,1,,3,,8,,,5,,15,10,
March 2011,Ullo Health Centre,9,0,10,,,1,,1,,,,72,,,,,,,9,,,2,,2,,16,14,
March 2011,Tamapuo CHPS,1,0,9,,,,,1,,,,,12,1,,,,,,,,,,1,,,7,
March 2011,Sabuli Health Centre,9,0,55,,,,,,,,,,,,,,3,,,13,3,,,12,,,21,
March 2011,Jirapa Urban Health Center,,,15,,,,,,,,,,7,,,,1,,,,,,,17,,41,9,
March 2011,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Duori Health Centre,8,0,23,,,,,8,,1,,,8,,,,,,3,,,3,,4,,34,26,
March 2011,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Gbare CHPS,2,0,27,,,,,,,,,,,,,,,,,,,,,3,,9,,
March 2011,Nambeg CHPS,3,0,12,,,1,,,,,3,,,1,,,,,2,,,,,7,,5,6,
March 2011,Somboro CHPS,,,14,,,,,,,,,,4,,,,,,2,,,,,2,,4,3,
March 2011,Ping CHPS,,,21,,,,,,,,,,1,1,,,,,,,,,,3,,11,4,
March 2011,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,St. Joseph's Hospital,98,0,326,12,,,,,,,,46,62,37,,,10,,5,,20,13,1,81,2,196,,
March 2011,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Tuggo Health Centre,6,0,36,,,,,2,,2,,17,,,,,,,4,,,2,,14,,15,19,
March 2011,Kogri CHPS,1,0,17,,,,,,,,,,,,,,,,,,,,,3,,5,1,
March 2011,Guoripuo CHPS,3,0,12,,,,,,,,,,1,,,,1,,1,,,,,,,,4,
March 2011,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Tampaala CHPS,,,22,,,,,,,,,,,,,,,,,,,,,,,2,1,
April 2011,Yagha Health Centre,9,0,33,,,2,,,,,3,35,5,,,,,,2,,1,1,,5,,17,13,
April 2011,Ullo Health Centre,18,0,27,,,,,,,,,54,,,,,,,6,,,1,,,,10,15,
April 2011,Tamapuo CHPS,,,8,,,1,,,,1,,,4,2,,,,,,,,,,2,,3,9,
April 2011,Sabuli Health Centre,4,0,40,,,5,,,,1,,,2,,,,,,,,1,,,9,,10,13,
April 2011,Jirapa Urban Health Center,,,7,,,,,,,,,,,1,,,1,,,,,,,10,,43,8,
April 2011,Saawie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Duori Health Centre,8,0,19,,,3,,,,4,,,,1,,,,,2,,,,,4,,,,
April 2011,Ulkpong CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Gbare CHPS,,,17,,,,,,,,,52,,,,,,,,,,,,2,,7,,
April 2011,Nambeg CHPS,,,18,,,2,,,,,,18,,,,,,,,,,,,2,,2,3,
April 2011,Somboro CHPS,,,7,,,,,,,,,12,1,,,,,,,,,,,1,,3,1,
April 2011,Ping CHPS,,,29,,,,,,,,,14,,,,,,,,,,,,,,5,,
April 2011,Sigri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,St. Joseph's Hospital,113,1,217,23,,,,,,,,,43,48,,,11,,5,3,10,23,1,79,6,127,,
April 2011,Kuncheni CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Chapuri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Tuggo Health Centre,8,0,35,,,1,,1,,4,,,,,,,1,,,,,,,7,,6,8,
April 2011,Kogri CHPS,1,0,17,,,,,,,,,16,,,,,,,,,,,,1,,1,,
April 2011,Guoripuo CHPS,2,0,10,,,,,,,,4,1,,,,,,,,,,,,,,2,2,
April 2011,Degri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Tizza Health centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
