Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
June 2012,Bazua Clinic,15,0,151,,,2,,1,,,10,13,1,4,,,,,,,,,,131,,78,,
July 2012,Bansi CHPS,,,23,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Zawse CHPS,,,32,,,,,,,,,,,,,,,,,,,,,,,1,,
July 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Goore Clinic,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
July 2012,Binduri Health Centre,31,0,167,,,1,,,,,,,1,6,,10,,,,,,2,,31,,135,2,
July 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,46,,34,33,
July 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Kukparigu CHPS,,,,,,,,,,,,,,,,3,5,,,,,,,13,,31,1,
July 2012,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
July 2012,Bazua Clinic,20,0,146,,,,,,,,,34,3,6,,,,,,,,,,112,,123,2,
August 2012,Bansi CHPS,,,10,,,,,,,,,,,,,,,,,,1,,,1,,,,
August 2012,Zawse CHPS,,,36,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Goore Clinic,,,,,,,,,,,,,,,,,,,,,,,,57,,162,3,
August 2012,Binduri Health Centre,34,0,193,,,2,,,,,,,,11,,,,,9,,,,,1,,252,,
August 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,18,,49,,
August 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Kukparigu CHPS,,,,,,,,,,,,,,,,,3,,1,,,,,,,78,5,
August 2012,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,7,,1,,
August 2012,Bazua Clinic,12,0,135,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Bansi CHPS,,,12,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Zawse CHPS,,,39,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Goore Clinic,,,,,,,,,,,1,,,,,,1,,,,,,,36,,170,,
September 2012,Binduri Health Centre,32,0,158,,,6,,,,,,,2,4,,,,,3,,,2,,13,,261,,
September 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,14,,46,,
September 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Kukparigu CHPS,,,,,,,,,,,,,,,,,3,,,,,,,1,,66,,
September 2012,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,
September 2012,Bazua Clinic,8,0,97,,,,,,,,,37,,7,,,,,,,,,,139,,,,
October 2012,Bansi CHPS,,,13,,,,,,,3,,,,,,,,,,,,,,,,,1,
October 2012,Zawse CHPS,,,32,,,,,,,,,,,,,,,,,,,,,,,2,,
October 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2012,Goore Clinic,,,,,,,,,,,,,,,,,,,1,,,,,119,,,,
October 2012,Binduri Health Centre,32,0,100,,,1,,,,,,,,6,,,,,8,,,2,,17,,201,,
October 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,8,,75,,
October 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2012,Kukparigu CHPS,,,,,,,,,,,,,,,,,2,,,,,,,,,19,,
October 2012,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
October 2012,Bazua Clinic,9,0,135,,,,,,,,10,4,,2,,,,,,,,,,110,,343,4,
November 2012,Bansi CHPS,,,10,,,,,,,,,,,,,,,,,,,,,,,4,,
November 2012,Zawse CHPS,,,31,,,,,,,,,,,,,,,,,,,,,1,,2,,
November 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2012,Goore Clinic,,,,,,,,,,,,,,,,,,,3,,,,,88,,164,3,
November 2012,Binduri Health Centre,30,0,156,,,5,,,,,,,3,10,,,3,,14,,,4,,17,,141,1,
November 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,15,,49,,
November 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2012,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2012,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
November 2012,Bazua Clinic,6,0,55,,,,,,,,7,,,1,,,3,,,,,,,91,,189,,
December 2012,Bansi CHPS,,,13,,,,,,,,,,,,,,,,,,,,,1,,,5,
December 2012,Zawse CHPS,,,36,,,,,,,,,,,,,,,,,,,,,,,2,,
December 2012,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Goore Clinic,,,,,,,,,,,,,,,,,,,,,,,,37,,77,1,
December 2012,Binduri Health Centre,29,0,133,,,,,,,2,,,3,9,,,1,,2,,,,,19,,42,,
December 2012,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,19,,40,,
December 2012,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,
December 2012,Kukparigu CHPS,,,,,,,,,,,,,,,,,1,,,,,,,,,3,1,
December 2012,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Bazua Clinic,18,0,112,,,,,,,,11,,,,,,,,,,,,,98,,,1,
January 2013,Bansi CHPS,,,13,,,,,,,,,,,,,,,,,,,,,1,,4,2,
January 2013,Zawse CHPS,,,15,,,,,,,,,,,,,,,,,,,,,1,,,,
January 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2013,Goore Clinic,,,,,,,,,,,,,,,,,,,,,,,,45,,140,,
January 2013,Binduri Health Centre,31,0,194,,,2,,,,,,,2,18,,,,,12,,,,,24,,157,,
January 2013,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,3,,2,,40,,
January 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2013,Aniisi CHPS,,,,,,,,,,,,,,,,,,,1,,,,,13,,25,1,
January 2013,Kukparigu CHPS,,,,,,,,,,,,,,,,,5,,,,,,,1,,33,1,
January 2013,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,
January 2013,Bazua Clinic,9,0,117,,,,,,,,5,6,1,,,,,,,,,,,91,,126,,
February 2013,Bansi CHPS,,,11,,,,,,,,,,1,,,,,,,,,,,,,,7,
February 2013,Zawse CHPS,,,15,,,,,,,,,,,,,,,,,,,,,,,3,1,
February 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2013,Goore Clinic,,,,,,,,,,,,,,,,,,,,,,,,49,,201,,
February 2013,Binduri Health Centre,30,0,175,,,3,,,,,,,,12,,,38,,,,,,,23,,198,3,
February 2013,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2013,Aniisi CHPS,,,,,,,,,,,,,,,,,3,,1,,,,,15,,55,4,
February 2013,Kukparigu CHPS,,,8,,,,,,,,,,,,,,1,,,,,,,5,,94,,
February 2013,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,
February 2013,Bazua Clinic,7,0,79,,,,,,,,2,,,2,,,1,,4,,,,,56,,173,1,
March 2013,Bansi CHPS,,,8,,,,,,,,,,,,,,,,,,,,,7,,2,5,
March 2013,Zawse CHPS,,,20,,,,,,,,,,,,,,,,,,,,,,,5,1,
March 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2013,Goore Clinic,,,,,,,,,,,,,,1,,,,,,,,,,44,,89,,
March 2013,Binduri Health Centre,40,0,211,,,5,,2,,,,,1,20,,,36,,2,,,,,3,,139,2,
March 2013,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,18,,19,,
March 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2013,Aniisi CHPS,,,,,,,,,,,,,3,,,,,,,,,,,,,12,,
March 2013,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2013,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,
March 2013,Bazua Clinic,10,0,56,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Bansi CHPS,,,8,,,,,,,,,,,,,,,,,,,,,5,,5,,
April 2013,Zawse CHPS,,,19,,,,,,,,,,,,,,,,,,,,,,,1,,
April 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Goore Clinic,,,,,,,,,,,,,,18,,,,,,,,,,29,,107,,
April 2013,Binduri Health Centre,37,0,160,,,2,,,,,,,1,29,,,2,,6,,,,,4,,152,1,
April 2013,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,9,,29,,
April 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Aniisi CHPS,,,,,,,,,,,,,,1,,,,,,,,,,11,,16,,
April 2013,Kukparigu CHPS,,,,,,,,,,,,,,,,,2,,1,,,,,,,21,,
April 2013,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,
April 2013,Bazua Clinic,9,0,44,,,,,,,,2,1,,5,,,,,1,,,,,82,,125,,
May 2013,Bansi CHPS,,,12,,,,,,,,,,,,,,,,,,,,,9,,11,3,
May 2013,Zawse CHPS,,,19,,,,,,,,,,,,,,,,,,,,,,,2,,
May 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2013,Goore Clinic,,,,,,,,,,,,,,8,,,,,5,,,,,52,,84,,
May 2013,Binduri Health Centre,36,0,145,,,3,,,,1,,,2,8,,,8,,1,,,,,27,,86,16,
May 2013,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,17,,29,,
May 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2013,Aniisi CHPS,,,,,,,,,,,,,,,,,,,2,,,,,12,,13,,
May 2013,Kukparigu CHPS,,,4,,,,,,,,,,,,,,2,,2,,,,,21,,32,,
May 2013,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2013,Bazua Clinic,9,0,80,,,,,,,,,,,5,,,,,,,,,,107,,106,2,
June 2013,Bansi CHPS,,,5,,,,,,,,,,,,,,,,,,,,,9,,1,,
June 2013,Zawse CHPS,,,14,,,,,,,,,,,,,,,,,,,,,,,1,,
June 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2013,Goore Clinic,,,,,,,,,,,,,,16,,,,,1,,,,,53,,59,,
June 2013,Binduri Health Centre,30,0,133,,,4,,1,,,,,,12,,,10,,,,,3,,29,,87,6,
June 2013,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,18,,32,4,
June 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2013,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2013,Kukparigu CHPS,,,,,,,,,,,,,,,,,4,,2,,,,,13,,25,6,
June 2013,Manga CHPS,,,,,,,,,,,,,3,,,,,,,,,,,3,,2,,
June 2013,Bazua Clinic,8,0,68,,,,,,,,3,7,,5,,,,,,,,,,,,135,,
July 2013,Bansi CHPS,,,9,,,,,,,,,,,,,,,,,,,,,2,,2,,
July 2013,Zawse CHPS,,,8,,,,,,,,,,,,,,,,,,,,,5,,,,
July 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2013,Goore Clinic,,,,,,,,,,,,,,28,,,,,2,,,,,37,,115,,
July 2013,Binduri Health Centre,16,0,142,,,3,,1,,,,,,9,,,2,,,,,,,12,,94,11,
July 2013,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,24,,19,2,
July 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2013,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2013,Kukparigu CHPS,,,,,,,,,,,,,,,,,3,,2,,,,,10,,37,1,
July 2013,Manga CHPS,,,18,,,,,,,,,,,,,,,,,,,,,3,,7,,
July 2013,Bazua Clinic,15,0,66,,,,,,,,11,2,,6,,,,,,,,,,116,,149,4,
August 2013,Bansi CHPS,,,11,,,,,,,,,,,,,,,,,,,,,13,,5,1,
August 2013,Zawse CHPS,,,20,,,,,,,,,,,,,,,,,,,,,6,,11,1,
August 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2013,Goore Clinic,,,,,,,,,,,,,,75,,,,,,,,,,212,,157,,
August 2013,Binduri Health Centre,22,0,198,,,4,,2,,,,,1,18,,,15,,4,,,,,115,,145,6,
August 2013,Nafkolga CHPS,,,17,,,,,,,,,,,,,,,,,,,,,28,,20,3,
August 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2013,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2013,Kukparigu CHPS,,,,,,,,,,,,,,,,,2,,2,,,,,,,69,4,
August 2013,Manga CHPS,,,12,,,,,,,,,,,,,,,,,,,,,16,,5,,
August 2013,Bazua Clinic,6,0,80,,,,,,,,10,12,4,6,,,6,,,,,,,229,,261,3,
September 2013,Bansi CHPS,,,5,,,,,,,,,,,,,,,,,,,,,9,,11,,
September 2013,Zawse CHPS,,,9,,,,,,,,,,,,,,,,,,,,,4,,8,,
September 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2013,Goore Clinic,,,,,,,,,,,,,,8,,,,,,,,,,149,,325,,
September 2013,Binduri Health Centre,22,0,162,,,3,,1,,1,,,3,20,,,,,,,,,,92,,262,8,
September 2013,Nafkolga CHPS,,,8,,,,,,,,,,,,,,,,,,,,,11,,41,,
September 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2013,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2013,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,9,,80,,
September 2013,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2013,Bazua Clinic,14,0,46,,,,,,,,8,12,5,9,,,3,,4,,,1,,123,,348,3,
October 2013,Bansi CHPS,,,13,,,,,,,,,,,,,,,,,,,,,6,,3,,
October 2013,Zawse CHPS,,,12,,,,,,,,,,,,,,,,,,,,,4,,13,,
October 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Goore Clinic,,,,,,,,,,,,,183,9,,,,,,,,,,95,,71,,
October 2013,Binduri Health Centre,37,0,190,,,4,,1,,,,,2,9,,,4,,,,,,,84,,341,4,
October 2013,Nafkolga CHPS,,,7,,,,,,,,,,,,,,,,,,,,,13,,24,,
October 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Aniisi CHPS,,,,,,,,,,,,,1,,,,1,,,,,,,55,,135,,
October 2013,Kukparigu CHPS,,,,,,,,,,,,,,,,,6,,1,,,2,,15,,70,4,
October 2013,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,11,,14,,
October 2013,Bazua Clinic,12,0,55,,,,,,,,,12,1,4,,,2,,,,,,,151,,290,1,
November 2013,Bansi CHPS,,,14,,,,,,,,,,,,,,,,,,,,,13,,11,,
November 2013,Zawse CHPS,,,9,,,,,,,1,,,10,,,,,,,,,,,,,,,
November 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2013,Goore Clinic,,,,,,,,,,,,,,1,,,,,1,,,,,47,,81,,
November 2013,Binduri Health Centre,29,0,166,,,4,,1,,1,,,2,1,,,15,,,,,7,,41,,122,2,
November 2013,Nafkolga CHPS,,,13,,,,,,,,,,,,,,2,,,,,,,17,,11,1,
November 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2013,Aniisi CHPS,,,,,,,,,,,,,2,,,,2,,,,,,,41,,98,3,
November 2013,Kukparigu CHPS,,,18,,,,,,,,,,,,,,1,,1,,,,,6,,41,2,
November 2013,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,5,,16,,
November 2013,Bazua Clinic,7,0,50,,,,,,,,9,13,,8,,,4,,1,,,,,105,,197,,
December 2013,Bansi CHPS,,,14,,,,,,,,,,,,,,,,,,,,,7,,23,,
December 2013,Zawse CHPS,,,1,,,,,,,,,,,,,,,,,,,,,,,11,,
December 2013,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2013,Goore Clinic,,,,,,,,,,,,,,,,,,,,,,,,38,,115,,
December 2013,Binduri Health Centre,29,0,128,,,2,,,,,,,1,2,,,11,,,,,1,,65,,108,,
December 2013,Nafkolga CHPS,,,25,,,,,,,,,,,,,,,,,,,,,9,,18,,
December 2013,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2013,Aniisi CHPS,,,,,,,,,,,,,1,,,,4,,1,,,,,37,,104,1,
December 2013,Kukparigu CHPS,,,8,,,,,,,,,,,,,,6,,2,,,,,3,,19,2,
December 2013,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,8,,
December 2013,Bazua Clinic,5,0,63,,,,,,,,5,,,4,,,,,,,,,,111,,136,1,
January 2014,Bansi CHPS,,,12,,,,,,,,,,,,,,,,,,,,,20,,15,4,
January 2014,Zawse CHPS,,,16,,,,,,,,,,,,,,,,,,,,,16,,9,,
January 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2014,Goore Clinic,,,7,,,,,,,,,,,18,,,,,,,,,,96,,183,,
January 2014,Binduri Health Centre,44,0,285,,,2,,1,,,,,,10,,,18,,,,,,,94,,,4,
January 2014,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2014,Aniisi CHPS,,,,,,,,,,,,,,1,,,2,,2,,,,,65,,93,,
January 2014,Kukparigu CHPS,,,8,,,,,,,,,,,,,,2,,1,,,,,5,,31,1,
January 2014,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,10,,
January 2014,Bazua Clinic,9,0,55,,,,,,,,4,1,1,7,,,,,,,,,,117,,170,2,
February 2014,Bansi CHPS,,,18,,,,,,,,,,,,,,,,,,,,,9,,,1,
February 2014,Zawse CHPS,1,0,11,,,,,,,,,,,,,,,,,,,,,5,,25,,
February 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2014,Goore Clinic,2,0,19,,,,,,,,,,,20,,,,,,,,,,102,,186,,
February 2014,Binduri Health Centre,24,0,127,,,2,,1,,1,,,1,,,,6,1,,,,,,97,,156,1,
February 2014,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,26,,26,1,
February 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2014,Aniisi CHPS,,,,,,,,,,,,,,4,,,,,,,,,,29,,70,4,
February 2014,Kukparigu CHPS,,,6,,,,,,,,,,,,,,1,,1,,,,,9,,49,2,
February 2014,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,8,,9,,
February 2014,Bazua Clinic,11,0,73,,,1,,,,,3,,,7,,,3,,,,,,,87,,,1,
March 2014,Bansi CHPS,,,9,,,,,,,,,,,,,,,,,,,,,1,,3,,
March 2014,Zawse CHPS,1,0,23,,,,,,,,,,,,,,,,,,,,,20,,44,,
March 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2014,Goore Clinic,8,0,26,,,,,,,2,,,,17,,,,,,,,,,73,,211,,
March 2014,Binduri Health Centre,22,0,138,,,4,,2,,,,,,37,,,4,,,,,,,79,,186,,
March 2014,Nafkolga CHPS,,,9,,,,,1,,,,,,,,,,,,,,,,16,,31,2,
March 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2014,Aniisi CHPS,,,,,,,,,,,,,,2,,,,,,,,,,36,,92,4,
March 2014,Kukparigu CHPS,,,3,,,,,,,,,,,,,,,,,,,,,5,,28,,
March 2014,Manga CHPS,,,,,,,,,,,,,,1,,,,,,,,,,5,,16,,
March 2014,Bazua Clinic,17,0,67,,,,,,,,,,4,3,,,1,,3,,,,,87,,285,,
April 2014,Bansi CHPS,,,20,,,,,,,,,,,,,,,,,,,,,27,,22,1,
April 2014,Zawse CHPS,,,27,,,,,,,,,,,1,,,,,,,,,,10,,17,,
April 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2014,Goore Clinic,16,0,45,,,1,,,,,,,,23,,,,,,,,,,68,,197,,
April 2014,Binduri Health Centre,34,0,152,,,4,,1,,1,,,,15,,,27,,,,,,,114,,119,9,
April 2014,Nafkolga CHPS,,,30,,,1,,,,,,,,,,,,,,,,,,,,,,
April 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2014,Aniisi CHPS,,,,,,,,,,,,,,2,,,,,,,,,,63,,46,20,
April 2014,Kukparigu CHPS,,,3,,,,,,,,,,,,,,,,,,,,,4,,35,,
April 2014,Manga CHPS,,,,,,,,,,,,,2,,,,,,1,,,,,17,,9,,
April 2014,Bazua Clinic,14,0,104,,,2,,,,,,,1,4,,,5,,,,,,,118,,247,2,
May 2014,Bansi CHPS,,,15,,,,,,,,,,7,,,,,,,,,,,33,,11,,
May 2014,Zawse CHPS,3,0,36,,,,,,,,,,,,,,,,,,,,,23,,25,,
May 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2014,Goore Clinic,15,0,37,,,2,,,,,,,,44,,,,,,,,,,89,,178,,
May 2014,Binduri Health Centre,37,0,166,,,5,,30,,,,,1,19,,,19,,,,1,,,142,,141,4,
May 2014,Nafkolga CHPS,,,35,,,,,,,,,,,,,,,,3,,,,,44,,32,,
May 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2014,Aniisi CHPS,,,,,,,,,,,,,,1,,,,,1,,,,,73,,56,,
May 2014,Kukparigu CHPS,,,,,,,,,,,,,,,,,4,,5,,,,,6,,38,,
May 2014,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,28,,6,,
May 2014,Bazua Clinic,16,0,85,,,1,,,,,,,1,13,,,12,,18,,,,,48,,205,6,
June 2014,Bansi CHPS,,,15,,,,,,,,,,,,,,,,,,,,,16,,14,,
June 2014,Zawse CHPS,6,0,44,,,,,,,,,,,1,,,,1,1,,,,,,,29,,
June 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2014,Goore Clinic,6,0,29,,,,,,,,,,,36,,,,,,,,,,137,,149,,
June 2014,Binduri Health Centre,31,0,162,,,3,,,,1,,,,8,,,,,6,,,,,117,,125,6,
June 2014,Nafkolga CHPS,,,13,,,,,,,,,,,,,,,,,,,,,50,,45,,
June 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2014,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,50,,30,1,
June 2014,Kukparigu CHPS,,,1,,,,,,,,,,,,,,,,1,,,,,7,,40,,
June 2014,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,14,,22,4,
June 2014,Bazua Clinic,7,0,75,,,1,,,,,,,,,,,2,,,,,,,110,,140,,
July 2014,Bansi CHPS,,,15,,,,,,,,,,,,,,,,,,,,,10,,8,,
July 2014,Zawse CHPS,4,0,52,,,1,,,,,,,,11,,,2,,,,,,,,,83,,
July 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2014,Goore Clinic,1,0,46,,,,,,,,,,,35,,,,,,,,,,37,,235,,
July 2014,Binduri Health Centre,23,0,173,,,3,,34,,2,,,,20,,,,,11,,,,,83,,135,3,
July 2014,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,50,,45,,
July 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,1,,,,,,,,,,14,,17,,
July 2014,Aniisi CHPS,,,,,,,,,,,,,,3,,,2,,,,,,,31,,27,1,
July 2014,Kukparigu CHPS,,,11,,,,,,,,,,,,,,3,,,,,,,5,,21,,
July 2014,Manga CHPS,,,,,,,,,,,,,,2,,,,,,,,,,12,,35,,
July 2014,Bazua Clinic,16,0,84,,,,,,,,,,,,,,,,,,,,,,,,,
August 2014,Bansi CHPS,,,8,,,,,,,,,,,,,,,,,,,,,18,,26,,
August 2014,Zawse CHPS,,,36,,,,,,,,,,4,14,,,3,7,2,,,,,38,,96,,
August 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
August 2014,Goore Clinic,5,0,56,,,,,,,,,,,39,,,,,,,,,,85,,247,,
August 2014,Binduri Health Centre,25,0,130,,,2,,46,,,,,9,15,,,10,,,,,,,108,,183,,
August 2014,Nafkolga CHPS,,,11,,,,,,,,,,,,,,,,,,,,,30,,47,,
August 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,9,,17,,
August 2014,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,26,,63,,
August 2014,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2014,Manga CHPS,,,,,,,,,,,,,,3,,,,,,,,,,23,,88,,
August 2014,Bazua Clinic,8,0,85,,,,,,,,,,,7,,,3,,,,,,,71,,177,,
September 2014,Bansi CHPS,,,21,,,,,,,,,,,,,,,,,,,,,18,,17,,
September 2014,Zawse CHPS,3,0,42,,,1,,,,,,,2,19,,,7,,,,,,,51,,113,2,
September 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2014,Goore Clinic,13,0,72,,,,,,,,,,,12,,,,,,,,,,36,,109,,
September 2014,Binduri Health Centre,33,0,206,,,4,,,,,,,7,,,,6,,,,,,,93,,248,6,
