Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
March 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2011,Mognori Health Centre,19,0,116,,,,,,,,,,,4,,,,,,,,,,4,,10,,
March 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Bawku Presby Hospital,234,1,976,52,,,,,,,,,10,203,,,11,,3,,,8,1,140,,366,16,
April 2011,Urban (bawku) Health Centre,12,0,454,,,,,,,,4,,2,2,,,12,,24,,1,,,118,1,573,12,
April 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Quality (bawku) Medical Centre,12,0,,,,,,,,,300,28,6,47,,2,6,3,23,,,,,,,1,,
April 2011,Gentiga CHPS,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
April 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Islam Matenity,45,0,157,,,,,2,,,,,,33,,,,,,,,,,,,,,
April 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Millennium Laafi Doog,,,,,,,,,,,,329,6,18,,,7,,,,,,,,,371,5,
April 2011,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2011,Mognori Health Centre,15,0,121,,,2,,,,,,,,,,,,,,,,,,,,,1,
April 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Bawku Presby Hospital,228,1,128,43,,,,,,,,,14,63,,,44,,,,,15,,141,,287,24,
May 2011,Urban (bawku) Health Centre,13,0,353,,,,,,,,4,,7,3,,,5,,29,,1,,,202,1,439,13,
May 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Quality (bawku) Medical Centre,19,0,,,,1,,,,,,46,8,108,,2,13,1,23,,1,2,,3,,13,,
May 2011,Gentiga CHPS,1,0,,,,3,,,,1,,,,1,,,2,,2,,,,,5,,1,2,
May 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Islam Matenity,25,0,206,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Millennium Laafi Doog,,,,,,,,,,,,113,8,26,,,7,,,,,,,,,,3,
May 2011,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2011,Mognori Health Centre,15,0,129,,,1,,2,,,,,33,12,,,,,,,,,,9,,,,
May 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2011,Bawku Presby Hospital,199,1,1026,32,,,,,,,,,21,115,,,38,,4,,,11,,188,,349,6,
June 2011,Urban (bawku) Health Centre,12,0,440,,,1,,2,,,1,,6,6,,1,17,1,44,,,,,206,,667,,
June 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2011,Quality (bawku) Medical Centre,,,,,,,,,,,,57,,14,,,,12,,,,,,,,,,
June 2011,Gentiga CHPS,,,,,,,,,,,,,2,,,,,,,,,1,,1,,3,5,
June 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2011,Islam Matenity,34,0,266,,,3,,,,,,,,,,,,,,,,,,,,,,
June 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2011,Millennium Laafi Doog,,,,,,,,,,,,63,,22,,,11,,,,,,,26,,22,,
June 2011,Urban West Health Centre (Bawku),12,0,71,,,,,,,,,,,,,,,,,,,,,,,,,
June 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2011,Mognori Health Centre,21,0,137,,,3,,2,,,,,,4,,,,,,,,,,7,,28,2,
June 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Bawku Presby Hospital,158,0,1099,28,,,,,,,,,74,217,,,13,,,,,12,,123,1,444,4,
July 2011,Urban (bawku) Health Centre,15,0,315,,,2,,5,,,,,10,,,,,,22,,,,,254,1,894,12,
July 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Quality (bawku) Medical Centre,,,,,,,,,,,,,2,220,,,5,,,,1,2,,,,,,
July 2011,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,9,,1,1,
July 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Islam Matenity,23,0,174,,,,,,,,,,,23,,,13,,,,,,,,,,,
July 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Millennium Laafi Doog,,,,,,,,,,,,123,,19,,,5,,,,,,,197,,144,,
July 2011,Urban West Health Centre (Bawku),5,0,141,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2011,Mognori Health Centre,19,0,127,,,1,,1,,1,,,,5,,,,,,,,,,1,,26,1,
July 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Bawku Presby Hospital,152,1,1026,37,,36,,,,,,,71,111,,,8,,,,,8,,51,1,359,,
August 2011,Urban (bawku) Health Centre,19,0,452,,,1,,2,,,,,4,1,,,5,,43,,,1,,264,,900,19,
August 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Quality (bawku) Medical Centre,12,0,,1,,2,,,,,,,,129,,,5,120,,,,,,,,,,
August 2011,Gentiga CHPS,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
August 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Islam Matenity,46,0,187,,,,,,,,,,,42,,,8,,,,,,,25,,,,
August 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Millennium Laafi Doog,,,,,,,,,,,62,,11,,,,,,,,,1,,59,,,,
August 2011,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2011,Mognori Health Centre,12,0,211,,,,,4,,,,,,5,,,,,,,,,,8,,46,,
August 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Bawku Presby Hospital,193,0,1182,43,,,,,,,,,26,189,,,4,,2,,,9,,46,4,620,,
September 2011,Urban (bawku) Health Centre,21,0,515,,,,,,,,18,,17,,,,2,4,25,,,,,323,1,1268,14,
September 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Quality (bawku) Medical Centre,1,0,,,,1,,,,,,,13,46,,,18,48,,,72,,,,,,,
September 2011,Gentiga CHPS,,,11,,,2,,1,,,,,,,,,,,3,,,,,,,11,1,
September 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Islam Matenity,29,0,190,,,3,,,,,,,,,,,,,,,,,,41,,,,
September 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Millennium Laafi Doog,,,,,,,,,,,114,71,,,,,,,8,,,,,,,56,7,
September 2011,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2011,Mognori Health Centre,14,0,154,,,2,,2,,,,,,8,,,,,,,,,,5,,34,1,
September 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Bawku Presby Hospital,225,2,1154,28,,,,,,,,,21,99,,,5,,1,,,10,,23,1,596,6,
October 2011,Urban (bawku) Health Centre,23,0,567,,,,,1,,,,,14,3,,,9,,16,,,1,,102,,1095,16,
October 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Quality (bawku) Medical Centre,,,,,,,,,,,,,14,35,,,,,14,,4,1,,4,,304,,
October 2011,Gentiga CHPS,,,19,,,3,,,,3,,,,,,,,,,,,,,4,,1,,
October 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Islam Matenity,36,0,247,,,3,,2,,,,,,,,,,,,,,,,,,,,
October 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Millennium Laafi Doog,,,,,,,,,,,217,,106,58,,,30,,,,1,,,,,,,
October 2011,Urban West Health Centre (Bawku),,,,,,,,,,1,,,,,,,,,,,,,,,,,,
October 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2011,Mognori Health Centre,13,0,157,,,1,,,,,,,,10,,,,,2,,,,,9,,78,1,
October 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Bawku Presby Hospital,189,0,1101,18,,,,,,,,,49,86,,,5,,,,,9,,27,,241,11,
November 2011,Urban (bawku) Health Centre,26,0,470,,,1,,,,1,,,,1,,,9,,17,,1,,,186,,769,14,
November 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Quality (bawku) Medical Centre,,,,,,,,,,,601,,13,,,,14,42,,,3,,,,,,,
November 2011,Gentiga CHPS,,,21,,,1,,2,,,,,,1,,,,,1,,,,,5,,2,,
November 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Islam Matenity,34,0,152,,,,,,,,,,,33,,,,,,,,,,,,,,
November 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Millennium Laafi Doog,43,0,,,,,,,,,,75,,30,,,10,,,,,,,17,37,767,5,
November 2011,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2011,Mognori Health Centre,10,0,146,,,1,,,,,,,,8,,,,,1,,,,,,,42,,
November 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Bawku Presby Hospital,164,1,978,33,,,,,,,,,11,91,,,,,4,,,5,,46,5,,,
December 2011,Urban (bawku) Health Centre,19,0,455,,,5,,,,,,,16,,,,8,,14,,1,2,,,,602,12,
December 2011,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Quality (bawku) Medical Centre,,,,,,,,,,,,,7,61,,,9,6,5,,2,,,2,,4,,
December 2011,Gentiga CHPS,,,,,,,,,,,,,,,,,,,4,,,,,,,11,,
December 2011,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Islam Matenity,24,0,218,,,3,,2,,2,,,,32,,,,,10,,,,,,,,,
December 2011,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Millennium Laafi Doog,10,0,22,,,1,,,,,,,11,41,,,9,,,,,,,,,337,,
December 2011,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2011,Mognori Health Centre,12,0,101,,,,,,,1,,,,6,,,,,,,,,,2,,36,3,
December 2011,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Bawku Presby Hospital,165,0,1217,39,32,32,,1,,2,,,194,465,,,16,,7,,,17,,159,,981,,
January 2012,Urban (bawku) Health Centre,19,0,503,,1,,2,1,,,,,,,,1,2,,16,,1,,,117,,661,15,
January 2012,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Quality (bawku) Medical Centre,13,0,27,2,,,,,,,154,14,9,282,,,,1,,,,4,,,,,,
January 2012,Gentiga CHPS,1,0,16,,3,,,,2,,,,,1,,,,,,,,,,,,,,
January 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Islam Matenity,26,0,114,,,,,,,,,,,19,,,,,,,,,,,,,,
January 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Vineyard Health Center,22,0,189,,7,,4,7,2,,,,,,,,,,,,,,,,,,,
January 2012,Millennium Laafi Doog,13,0,14,,3,,4,,,,45,,13,47,,,9,,,,,,,,,,2,
January 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Asikiri CHPS,,,,,,,,,,,,,22,,,,,,,,,,,3,,,,
January 2012,Mognori Health Centre,16,0,152,,2,,,,,,,,,11,,,,,,,,,,5,,50,,
January 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Bawku Presby Hospital,187,1,1210,38,44,,44,,,,,,67,292,,,9,,7,,,6,,108,,731,,
February 2012,Urban (bawku) Health Centre,16,0,326,,,,4,4,,,,,9,,,,9,,17,,,,,437,1,2825,16,
February 2012,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Quality (bawku) Medical Centre,19,0,40,,,2,,,,,156,2480,5,275,,,9,1,,,,,,,,46,,
February 2012,Gentiga CHPS,,,31,,3,,1,,1,,,,,,,,,,,,,,,,,,,
February 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Islam Matenity,12,0,155,,,,,,,,,,,22,,,,18,,,,,,,,16,1,
February 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Vineyard Health Center,12,0,79,,,,3,,,,,,,,,,,,,,,,,,,,,
February 2012,Millennium Laafi Doog,9,0,12,,2,2,1,1,,,,,,,,,,,,,,,,,,,,
February 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Asikiri CHPS,,,,,2,,,,1,,,,,,,,,,,,,,,4,,39,1,
February 2012,Mognori Health Centre,13,0,150,,1,,2,,,,,,,8,,,,,,,,,,8,,37,,
February 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Bawku Presby Hospital,196,1,1337,40,52,,,,,,,,25,181,,,6,,5,,,8,,83,1,622,,
March 2012,Urban (bawku) Health Centre,19,0,457,,,,2,2,4,,,,,,,,,,,,,,,,,,,
March 2012,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Quality (bawku) Medical Centre,9,0,41,,2,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Gentiga CHPS,,,23,,,2,,,,2,,,,,,,,,,,,,,,,,,
March 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Islam Matenity,27,0,213,,4,4,,,,,,,,,,,,,,,,,,,,,,
March 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Vineyard Health Center,13,0,165,,2,,1,,,,,,,,,,,,,,,,,,,,,
March 2012,Millennium Laafi Doog,10,0,32,,1,1,4,,,,,,,,,,,,,,,,,,,,,
March 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,15,,56,,
March 2012,Mognori Health Centre,18,0,149,,1,1,2,,,,,,,,,,,,,,,,,,,,,
March 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Bawku Presby Hospital,218,1,1244,39,,,,,,,,,167,276,,,19,,7,,,12,,146,,612,,
April 2012,Urban (bawku) Health Centre,20,0,341,,3,,1,,,,,,,1,,,20,,12,,,,,,,,17,
April 2012,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,3,6,
April 2012,Quality (bawku) Medical Centre,,,,,,,,,,,,,12,214,,,,,,,3,2,,,,,,
April 2012,Gentiga CHPS,,,20,,3,,5,,2,,,,,,,,,,,,,,,,,10,4,
April 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Islam Matenity,24,0,215,,2,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Case Medical Center,,,,,,,,,,,46,1440,,,,,12,55,15,,,,,,,,,
April 2012,Vineyard Health Center,17,0,171,,8,,,,1,,,,12,210,,,4,90,,,,20,,6,,1296,,
April 2012,Millennium Laafi Doog,7,0,50,,1,,2,,,,,,,,,,,,,,,,,,,,,
April 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Asikiri CHPS,,,,,,,3,,,,,,,,,,,,1,,,,,4,,61,,
April 2012,Mognori Health Centre,10,0,158,,1,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Bawku Presby Hospital,271,2,1333,50,,,,,,,,,19,142,,,22,,7,,,8,,63,,279,,
May 2012,Urban (bawku) Health Centre,18,0,372,,,2,,,,,,,19,1,,,6,,13,,,1,,181,1,558,14,
May 2012,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
May 2012,Quality (bawku) Medical Centre,,,,,,,,,,,97,,,265,,,,,,,3,1,,13,,,,
May 2012,Gentiga CHPS,,,36,,,4,,5,,4,,,,,,,,,5,,,,,4,,,8,
May 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Islam Matenity,45,0,177,,,2,,,,,,,,,,,,,,,,,,,,,,
May 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Vineyard Health Center,30,0,222,,,4,,1,,,,,,,,,,,,,,,,,,,,
May 2012,Millennium Laafi Doog,,,,,,,,,,,69,,29,63,,,26,,20,,,,,,18,148,,
May 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Asikiri CHPS,,,,,,,,,1,,,,,,,,,,,,,,,6,,29,,
May 2012,Mognori Health Centre,5,0,79,,1,,,,,,,,,7,,,,,,,,,,4,,32,,
May 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Bawku Presby Hospital,205,0,1262,40,,,,,,,,,10,110,,,6,,,,,3,,46,,220,,
June 2012,Urban (bawku) Health Centre,21,0,376,,,1,,,,,,,3,4,,,11,,38,,,,,173,,565,12,
June 2012,Kuka CHPS,,,,,,2,,3,,1,,,,,,,,,,,,,,,,,,
June 2012,Quality (bawku) Medical Centre,,,,,,,,,,,,210,9,33,,,11,,8,,5,,,28,,5,,
June 2012,Gentiga CHPS,,,18,,,,,,,,,,,1,,,,,1,,,,,4,,8,,
June 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Islam Matenity,27,0,283,,,,,,,,,,,52,,,,,,,,,,,,,,
June 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Vineyard Health Center,12,0,202,,,4,,1,,,,,,,,,,,,,,,,,,,,
June 2012,Millennium Laafi Doog,,,,,,,,,,,117,65,47,90,,,20,,,,,5,,,,272,,
June 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Asikiri CHPS,,,,,,4,,,,,,,,,,,1,,1,,,,,15,,50,8,
June 2012,Mognori Health Centre,6,0,65,,,1,,,,,,,,4,,,,,,,,,,11,,36,,
June 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Bawku Presby Hospital,193,0,1188,35,52,,2,,,,,,10,105,,,15,,9,,,4,,66,,354,,
July 2012,Urban (bawku) Health Centre,17,0,442,,,3,,,,,,,,1,,,7,,41,,,1,,263,,739,,
July 2012,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Quality (bawku) Medical Centre,22,0,26,,,,,,,,,136,4,60,,,14,,7,,2,,,8,,,,
July 2012,Gentiga CHPS,,,,,,,,,,,,,4,,,,,,4,,,,,9,,14,,
July 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Islam Matenity,35,0,316,,,,,,,,,,,30,,,,,,,,,,,,,,
July 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Case Medical Center,,,,,,,,,,,133,382,74,145,,,15,58,15,,,,,197,,302,,
July 2012,Vineyard Health Center,29,0,311,,,2,,,,,,,,587,,,,,,,2,22,,79,,,21,
July 2012,Millennium Laafi Doog,7,0,34,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Asikiri CHPS,,,,,,3,,,,,,,,,,,3,,,,,,,12,,61,,
July 2012,Mognori Health Centre,7,0,118,,,1,,,,,,,,,,,,10,,,,,,16,,37,,
July 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Bawku Presby Hospital,203,1,1276,27,,,,,,,,,10,176,,,3,,,,,4,,101,,210,,
August 2012,Urban (bawku) Health Centre,16,0,414,,,16,,,,7,,,6,,,,7,,27,,,,,225,,1067,,
August 2012,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
August 2012,Quality (bawku) Medical Centre,17,0,26,1,,2,,,,,,601,20,62,,,9,,5,,2,,,,,4,,
August 2012,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,12,,33,,
August 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Islam Matenity,35,0,258,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Case Medical Center,,,,,,,,,,,140,553,,188,,,13,168,17,,,,,378,,,,
August 2012,Vineyard Health Center,18,0,171,,,,,,,,,,,398,,,,,,,1,22,,,,,,
August 2012,Millennium Laafi Doog,8,0,49,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,16,,
August 2012,Mognori Health Centre,11,0,94,,,8,,2,,,,,,4,,,,,,,,,,12,,37,,
August 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Bawku Presby Hospital,220,0,1048,33,41,,4,,,,,,54,44,,,12,,,,,,,84,,300,,
September 2012,Urban (bawku) Health Centre,14,0,425,,,3,,2,,,,,9,3,,,9,,43,,,,,265,,706,14,
September 2012,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Quality (bawku) Medical Centre,14,0,135,,,,,,,,136,,22,74,,,11,,1,,,,,9,,708,5,
September 2012,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,6,,30,,
September 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Islam Matenity,42,0,376,,,,,,,,,,,45,,,,,,,,,,,,,,
September 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Case Medical Center,,,,,,,,,,,413,111,193,169,,,20,164,31,,,,,287,,,,
September 2012,Vineyard Health Center,35,0,350,,,6,,,,,,,,553,,2,,,,,,23,,,,,,
September 2012,Millennium Laafi Doog,12,0,41,,,1,,2,,,179,449,119,109,,,332,22,,,,,,37,,202,,
September 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Asikiri CHPS,,,,,,,,,,,,,,,,,1,,,,,,,2,,6,,
September 2012,Mognori Health Centre,6,0,77,,,1,,,,,,,57,5,,,,,,,,,,13,,,,
September 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2012,Bawku Presby Hospital,250,0,1130,37,50,,12,2,,,,,11,87,,,3,,2,,3,,,56,,392,,
October 2012,Urban (bawku) Health Centre,13,0,300,,,1,2,,,,,,5,,,,9,,22,,,1,,358,,1107,6,
October 2012,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
October 2012,Quality (bawku) Medical Centre,31,0,177,,,,,,,,337,,16,103,,,,,,,4,7,,,,,,
October 2012,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,5,,19,,
October 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2012,Islam Matenity,40,0,355,,,1,,,,,,,,41,,,,,,,,,,,,,,
October 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2012,Case Medical Center,,,,,,,,,,,82,670,258,,,,14,138,49,,,,,367,,263,,
October 2012,Vineyard Health Center,40,0,333,,,4,,,,1,,,,,,3,,,,,3,35,,,,,,
October 2012,Millennium Laafi Doog,3,0,48,,,,,,,,70,309,,45,,,,18,,,,,,49,,,,
October 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
